city,state,ev_network,total_stations,total_level1_ports,total_level2_ports,total_dc_fast_ports,total_ports,avg_ports_per_station,dc_fast_pct,level2_pct,created_at
LaQuinta,CA,Electrify America,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Solvang,CA,ChargePoint Network,3,0,6,0,6,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Rocklin,CA,Electrify America,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Olema,CA,Tesla,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Manteca,CA,RIVIAN_ADVENTURE,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
San Francisco,CA,VIALYNK,1,0,6,0,6,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Long Beach,CA,Non-Networked,4,0,6,0,6,1.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Orange,CA,FORD_CHARGE,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Chula Vista,CA,EV Connect,1,0,6,0,6,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Arleta,CA,eVgo Network,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Pinole,CA,eVgo Network,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Elk Grove,CA,SWTCH,1,0,6,0,6,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Juan Capistrano,CA,Blink Network,2,0,6,0,6,3.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Los Altos,CA,Blink Network,1,0,6,0,6,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Shoshone,CA,RIVIAN_ADVENTURE,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
San Francisco,CA,REVEL,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Tahoe City,CA,Tesla,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Borrego Springs,CA,EVGATEWAY,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Modesto,CA,Tesla Destination,2,0,6,0,6,3.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Sacramento,CA,AMPUP,1,0,6,0,6,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Whittier,CA,EVGATEWAY,3,0,6,0,6,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Forestville,CA,ChargePoint Network,4,0,6,0,6,1.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Goleta,CA,Electrify America,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Marina del Rey,CA,Tesla Destination,2,0,6,0,6,3.00,0.00,100.00,2026-06-21 21:47:05.311903+00
E. Palo Alto,CA,Blink Network,1,0,6,0,6,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Brawley,CA,eVgo Network,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Crescent City,CA,Tesla,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Chico,CA,Blink Network,2,0,6,0,6,3.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Spring Valley,CA,ChargePoint Network,4,0,6,0,6,1.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Manhattan Beach,CA,Tesla Destination,1,0,6,0,6,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Valencia,CA,Electrify America,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Orange,CA,EVGATEWAY,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Moreno Valley,CA,Blink Network,1,0,6,0,6,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
El Monte,CA,eVgo Network,2,0,0,6,6,3.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Porterville,CA,EV Connect,1,0,6,0,6,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Thousand Oaks,CA,Electrify America,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Rocklin,CA,eVgo Network,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Santa Cruz,CA,AMPUP,1,0,6,0,6,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Lakewood,CA,ChargePoint Network,5,0,6,0,6,1.20,0.00,100.00,2026-06-21 21:47:05.311903+00
Monterey Park,CA,NOODOE,1,0,6,0,6,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Canoga Park,CA,Electrify America,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Santa Clarita,CA,Electrify America,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Emeryville,CA,Tesla Destination,2,0,6,0,6,3.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Irvine,CA,Blink Network,2,0,6,0,6,3.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Lodi,CA,Non-Networked,2,0,6,0,6,3.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Laguna Niguel,CA,LOOP,1,0,6,0,6,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Newark,CA,CHARGENET,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Lemon Grove,CA,ChargePoint Network,3,0,6,0,6,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Newport Beach,CA,AMPUP,1,0,6,0,6,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Alpine,CA,eVgo Network,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Oxnard,CA,Non-Networked,5,0,6,0,6,1.20,0.00,100.00,2026-06-21 21:47:05.311903+00
Soledad,CA,Blink Network,1,0,5,1,6,6.00,16.67,83.33,2026-06-21 21:47:05.311903+00
Mount Shasta,CA,RIVIAN_ADVENTURE,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
El Cerrito,CA,ChargePoint Network,3,0,6,0,6,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Fallbrook,CA,SWTCH,2,0,5,1,6,3.00,16.67,83.33,2026-06-21 21:47:05.311903+00
Lafayette,CA,ChargePoint Network,4,0,6,0,6,1.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Corona,CA,Electrify America,2,0,2,4,6,3.00,66.67,33.33,2026-06-21 21:47:05.311903+00
Van Nuys,CA,eVgo Network,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Winters,CA,ChargePoint Network,3,0,6,0,6,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Cathedral City,CA,Tesla Destination,2,0,6,0,6,3.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Nella,CA,RIVIAN_ADVENTURE,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Santa Cruz,CA,Electrify America,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Colton,CA,Electrify America,1,0,0,6,6,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Rosemead,CA,ChargePoint Network,3,0,6,0,6,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Stockton,CA,SWTCH,1,0,6,0,6,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Bishop,CA,Tesla Destination,1,0,6,0,6,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Oceanside,CA,Tesla Destination,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Delhi,CA,EVCS,1,0,3,2,5,5.00,40.00,60.00,2026-06-21 21:47:05.311903+00
Elk Grove,CA,Tesla Destination,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Little River,CA,Tesla Destination,3,0,5,0,5,1.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Middletown,CA,Tesla Destination,2,0,5,0,5,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Newport Coast,CA,EV Connect,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Dublin,CA,Non-Networked,1,0,4,1,5,5.00,20.00,80.00,2026-06-21 21:47:05.311903+00
Napa Valley,CA,Tesla Destination,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Coronado,CA,Blink Network,3,0,5,0,5,1.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Los Altos,CA,eVgo Network,2,0,1,4,5,2.50,80.00,20.00,2026-06-21 21:47:05.311903+00
Newark,CA,Blink Network,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Hopland,CA,Tesla Destination,2,0,5,0,5,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Brooks,CA,Non-Networked,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Lompoc,CA,Tesla Destination,3,0,5,0,5,1.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Bel Air,CA,TURNONGREEN,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Delano,CA,ChargePoint Network,5,0,5,0,5,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Diego,CA,EPIC_CHARGING,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Capitola,CA,EVCS,2,0,0,5,5,2.50,100.00,0.00,2026-06-21 21:47:05.311903+00
CATHEDRAL CITY,CA,EV Connect,1,0,3,2,5,5.00,40.00,60.00,2026-06-21 21:47:05.311903+00
Ukiah,CA,Tesla Destination,2,0,5,0,5,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Maria,CA,Non-Networked,3,0,4,1,5,1.67,20.00,80.00,2026-06-21 21:47:05.311903+00
New Cuyama,CA,POWERFLEX,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Fillmore,CA,EVCS,1,0,4,1,5,5.00,20.00,80.00,2026-06-21 21:47:05.311903+00
Novato,CA,TURNONGREEN,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Bell,CA,ChargePoint Network,5,0,0,5,5,1.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Lancaster,CA,EV Connect,1,0,4,1,5,5.00,20.00,80.00,2026-06-21 21:47:05.311903+00
Fresno,CA,SYNERGEV,1,0,0,5,5,5.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Santa Barbara,CA,LOOP,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Lost Hills,CA,LOOP,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Apple Valley,CA,LOOP,2,0,5,0,5,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Point Arena,CA,FLO,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Carlsbad,CA,AMPUP,2,0,5,0,5,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Tahoe City,CA,Non-Networked,3,0,5,0,5,1.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Hesperia,CA,LOOP,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Guerneville,CA,Tesla Destination,2,0,5,0,5,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
South Lake Tahoe,CA,Non-Networked,2,0,5,0,5,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Sutter Creek,CA,Tesla Destination,2,0,5,0,5,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Avila Beach,CA,Tesla Destination,2,0,5,0,5,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Fresno,CA,Tesla Destination,3,0,5,0,5,1.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Sherman Oaks,CA,TURNONGREEN,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Garberville,CA,ChargePoint Network,3,0,4,1,5,1.67,20.00,80.00,2026-06-21 21:47:05.311903+00
Redwood City,CA,Non-Networked,2,0,5,0,5,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Granite Bay,CA,ChargePoint Network,3,0,5,0,5,1.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Buttonwillow,CA,ChargePoint Network,4,0,2,3,5,1.25,60.00,40.00,2026-06-21 21:47:05.311903+00
San Dimas,CA,POWERFLEX,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Los Gatos,CA,Non-Networked,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Signal Hill,CA,Blink Network,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Groveland,CA,RIVIAN_ADVENTURE,1,0,0,5,5,5.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Fulton,CA,Tesla Destination,3,0,5,0,5,1.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Clarita,CA,LOOP,2,0,5,0,5,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Hemet,CA,Non-Networked,2,2,3,0,5,2.50,0.00,60.00,2026-06-21 21:47:05.311903+00
Gardena,CA,ChargePoint Network,3,0,5,0,5,1.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Westminster,CA,LOOP,1,0,4,1,5,5.00,20.00,80.00,2026-06-21 21:47:05.311903+00
Del Mar,CA,Tesla Destination,2,0,5,0,5,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Somerset,CA,Non-Networked,3,1,4,0,5,1.67,0.00,80.00,2026-06-21 21:47:05.311903+00
Moreno Valley,CA,ENVIROSPARK,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Fontana,CA,LOOP,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Delhi,CA,EV Connect,1,0,3,2,5,5.00,40.00,60.00,2026-06-21 21:47:05.311903+00
Vernon,CA,WATT_EV,1,0,0,5,5,5.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Los Alamitos,CA,ChargePoint Network,3,0,5,0,5,1.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Coalinga,CA,INTERTIE,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Barbara,CA,FLASH,2,0,5,0,5,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Madera,CA,EVCS,2,0,2,3,5,2.50,60.00,40.00,2026-06-21 21:47:05.311903+00
Davis,CA,Blink Network,2,0,5,0,5,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Novato,CA,eVgo Network,1,0,1,4,5,5.00,80.00,20.00,2026-06-21 21:47:05.311903+00
Jamestown,CA,Tesla Destination,2,0,5,0,5,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Lake Elsinore,CA,ChargePoint Network,5,0,0,5,5,1.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Twentynine Palms,CA,ChargePoint Network,4,0,2,3,5,1.25,60.00,40.00,2026-06-21 21:47:05.311903+00
King City,CA,ChargePoint Network,4,0,2,3,5,1.25,60.00,40.00,2026-06-21 21:47:05.311903+00
St. Helena,CA,Non-Networked,3,0,5,0,5,1.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Ynez,CA,Tesla Destination,3,0,5,0,5,1.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Napa,CA,RED_E,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Paso Robles,CA,ChargePoint Network,5,0,3,2,5,1.00,40.00,60.00,2026-06-21 21:47:05.311903+00
Victorville,CA,Non-Networked,2,0,5,0,5,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Mountain View,CA,Tesla Destination,2,0,5,0,5,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Porter Ranch,CA,OpConnect,1,0,5,0,5,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Little River,CA,Non-Networked,2,0,5,0,5,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Los Altos,CA,ChargePoint Network,3,0,4,1,5,1.67,20.00,80.00,2026-06-21 21:47:05.311903+00
Chico,CA,eVgo Network,2,0,1,4,5,2.50,80.00,20.00,2026-06-21 21:47:05.311903+00
Placentia,CA,ChargePoint Network,3,0,4,1,5,1.67,20.00,80.00,2026-06-21 21:47:05.311903+00
Riverside,CA,EVCS,2,0,0,5,5,2.50,100.00,0.00,2026-06-21 21:47:05.311903+00
Yorba Linda,CA,EVCS,1,0,1,4,5,5.00,80.00,20.00,2026-06-21 21:47:05.311903+00
Paso Robles,CA,Non-Networked,4,0,5,0,5,1.25,0.00,100.00,2026-06-21 21:47:05.311903+00
Kettleman City,CA,EVRANGE,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Los Alamos,CA,Tesla Destination,2,0,4,0,4,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Bridgeport,CA,Electrify America,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Woodland,CA,Blink Network,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Yosemite West,CA,Non-Networked,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Pomona,CA,Blink Network,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Escalon,CA,Tesla Destination,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Mt. Shasta,CA,Tesla Destination,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Salinas,CA,SYNERGEV,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Carlsbad,CA,Electrify America,1,0,1,3,4,4.00,75.00,25.00,2026-06-21 21:47:05.311903+00
Red Bluff,CA,MERCEDES_BENZ,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Firebaugh,CA,RED_E,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Murrieta,CA,Non-Networked,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Westley,CA,Non-Networked,2,0,0,4,4,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Concord,CA,FORD_CHARGE,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
San Jose,CA,BP_PULSE,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Rancho Murieta,CA,SHELL_RECHARGE,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Galt,CA,Blink Network,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Eastvale,CA,LOOP,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Pacific Grove,CA,Electrify America,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Morro City,CA,Electrify America,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Laguna Niguel,CA,Electrify America,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Graeagle,CA,Tesla Destination,2,0,4,0,4,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Ana,CA,GO_TO_U,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Hayward,CA,ENVIROSPARK,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Grand Terrace,CA,ChargePoint Network,3,0,2,2,4,1.33,50.00,50.00,2026-06-21 21:47:05.311903+00
Indio,CA,Tesla Destination,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Cambria,CA,ChargePoint Network,2,0,4,0,4,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Laguna Beach,CA,LOOP,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Rowland Heights,CA,eVgo Network,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Imperial Beach,CA,Blink Network,2,0,4,0,4,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Oakhurst,CA,Electrify America,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Anza,CA,ChargePoint Network,3,0,2,2,4,1.33,50.00,50.00,2026-06-21 21:47:05.311903+00
Baker,CA,Non-Networked,2,0,0,4,4,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Mission Viejo,CA,SYNERGEV,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Richmond,CA,FLO,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Atascadero,CA,Electrify America,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Sonora,CA,TURNONGREEN,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Antioch,CA,BP_PULSE,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Searles Valley,CA,EVGATEWAY,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Santa Cruz,CA,EVCS,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
La Crescenta,CA,Electrify America,1,0,1,3,4,4.00,75.00,25.00,2026-06-21 21:47:05.311903+00
Yorba Linda,CA,Electrify America,1,0,1,3,4,4.00,75.00,25.00,2026-06-21 21:47:05.311903+00
South Lake Tahoe,CA,Electrify America,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Oakley,CA,eVgo Network,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Lafayette,CA,EVCS,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Ramona,CA,eVgo Network,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Aptos,CA,Tesla Destination,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Fresno,CA,CIRCLE_K,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Lakewood,CA,NOODOE,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Lamont,CA,EVCS,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Chowchilla,CA,SHELL_RECHARGE,1,0,2,2,4,4.00,50.00,50.00,2026-06-21 21:47:05.311903+00
Pleasant Hill,CA,Tesla Destination,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Essex Fenner,CA,Electrify America,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Truckee,CA,Electrify America,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Fortuna,CA,Tesla Destination,2,0,4,0,4,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Sausalito,CA,INTERTIE,2,0,2,2,4,2.00,50.00,50.00,2026-06-21 21:47:05.311903+00
Palm Springs,CA,NOODOE,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Eureka,CA,Electrify America,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Lake Arrowhead,CA,Non-Networked,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Malibu,CA,LOOP,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Lodi,CA,Blink Network,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Palmdale,CA,Tesla Destination,2,0,4,0,4,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Pico Rivera,CA,eVgo Network,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Palm Desert,CA,Electrify America,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Morgan Hill,CA,7CHARGE,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Crescent City,CA,ChargePoint Network,3,0,2,2,4,1.33,50.00,50.00,2026-06-21 21:47:05.311903+00
Manhattan Beach,CA,CHARGELAB,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Rancho Cordova,CA,BP_PULSE,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Coleville,CA,EVRANGE,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Diamond Bar,CA,LOOP,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Willits,CA,Electrify America,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Claremont,CA,eVgo Network,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Pismo Beach,CA,STAY_N_CHARGE,2,0,4,0,4,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Carmel,CA,Blink Network,2,0,4,0,4,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Weed,CA,eVgo Network,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Pasadena,CA,EV Connect,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Cathedral City,CA,EVRANGE,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
GARDEN GROVE,CA,Electrify America,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Upland,CA,ChargePoint Network,2,0,4,0,4,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
La Puente,CA,ChargePoint Network,2,0,4,0,4,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Paso Robles,CA,Electrify America,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
King City,CA,eVgo Network,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Corte Madera,CA,RIVIAN_WAYPOINTS,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Nella,CA,SHELL_RECHARGE,1,0,2,2,4,4.00,50.00,50.00,2026-06-21 21:47:05.311903+00
Loma Linda,CA,eVgo Network,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
WEST SACRAMENTO,CA,BP_PULSE,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Paso Robles,CA,EV Connect,2,0,2,2,4,2.00,50.00,50.00,2026-06-21 21:47:05.311903+00
San Dimas,CA,Electrify America,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Belmont,CA,eVgo Network,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
South San Francisco,CA,OpConnect,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Amador City,CA,AMPUP,2,0,4,0,4,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Monrovia,CA,Tesla Destination,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
AtWater,CA,Electrify America,1,0,0,4,4,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Boron,CA,ChargePoint Network,4,0,1,3,4,1.00,75.00,25.00,2026-06-21 21:47:05.311903+00
San Dimas,CA,LOOP,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Palmdale,CA,OpConnect,1,0,4,0,4,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
